@relation bank-full-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0

@attribute age numeric
@attribute job {management,technician,entrepreneur,blue-collar,unknown,retired,admin.,services,self-employed,unemployed,housemaid,student}
@attribute marital {married,single,divorced}
@attribute education {tertiary,secondary,unknown,primary}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {yes,no}
@attribute loan {no,yes}
@attribute contact {unknown,cellular,telephone}
@attribute day numeric
@attribute month {may,jun,jul,aug,oct,nov,dec,jan,feb,mar,apr,sep}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {unknown,failure,other,success}
@attribute class {no,yes}

@data
39,technician,single,tertiary,no,741,yes,no,cellular,7,may,69,1,-1,0,unknown,no
28,admin.,single,secondary,no,659,no,no,cellular,9,feb,70,2,-1,0,unknown,no
43,technician,divorced,secondary,no,773,yes,no,cellular,17,apr,398,2,-1,0,unknown,no
32,blue-collar,single,primary,no,36,yes,no,cellular,20,nov,290,2,-1,0,unknown,no
51,technician,divorced,secondary,no,107,no,no,unknown,19,jun,593,1,-1,0,unknown,no
51,technician,divorced,secondary,no,5964,yes,no,cellular,18,nov,577,4,-1,0,unknown,no
47,admin.,divorced,secondary,no,0,no,no,cellular,3,apr,335,1,-1,0,unknown,no
50,management,single,tertiary,no,567,yes,no,cellular,29,jan,50,1,258,8,failure,no
24,blue-collar,single,secondary,no,-424,yes,no,cellular,20,apr,10,6,-1,0,unknown,no
42,technician,single,tertiary,no,24,no,no,cellular,8,jul,262,1,-1,0,unknown,no
45,blue-collar,married,primary,no,185,no,no,cellular,25,aug,78,4,-1,0,unknown,no
37,blue-collar,married,primary,no,508,yes,yes,cellular,15,may,340,1,-1,0,unknown,no
43,technician,married,secondary,no,297,yes,no,cellular,14,oct,119,3,-1,0,unknown,no
46,management,divorced,tertiary,no,14481,yes,no,unknown,30,may,1269,1,-1,0,unknown,yes
36,management,married,tertiary,no,130,no,no,cellular,4,may,65,1,-1,0,unknown,no
26,admin.,single,tertiary,no,1100,yes,no,cellular,21,jul,240,1,-1,0,unknown,no
38,management,married,tertiary,no,1444,yes,no,cellular,7,jul,139,2,-1,0,unknown,no
39,blue-collar,married,primary,no,33,yes,no,cellular,4,feb,211,1,-1,0,unknown,no
49,blue-collar,divorced,unknown,no,39,yes,no,cellular,13,may,27,5,-1,0,unknown,no
51,entrepreneur,married,secondary,no,-799,no,yes,cellular,15,jul,1001,3,-1,0,unknown,yes
54,management,single,tertiary,no,4393,yes,no,unknown,16,may,1297,3,-1,0,unknown,yes
43,blue-collar,married,secondary,no,3,yes,no,telephone,13,may,26,1,174,2,failure,no
60,retired,married,tertiary,no,0,no,no,cellular,25,aug,101,3,-1,0,unknown,no
27,blue-collar,single,primary,no,377,no,no,cellular,19,feb,645,2,-1,0,unknown,yes
63,retired,divorced,primary,no,109,no,no,cellular,10,nov,406,2,-1,0,unknown,yes
46,entrepreneur,married,secondary,no,583,yes,no,unknown,20,may,137,2,-1,0,unknown,no
26,management,single,tertiary,no,1222,no,yes,cellular,11,feb,108,1,-1,0,unknown,no
45,blue-collar,married,primary,no,446,yes,no,unknown,28,may,51,1,-1,0,unknown,no
52,management,married,tertiary,no,1065,yes,yes,cellular,21,nov,224,2,175,1,failure,no
30,services,single,secondary,no,438,yes,no,cellular,21,nov,98,1,-1,0,unknown,no
42,self-employed,married,tertiary,no,-266,no,yes,unknown,25,jun,322,1,-1,0,unknown,no
70,technician,married,tertiary,no,6797,no,no,cellular,12,aug,298,1,-1,0,unknown,no
46,admin.,single,secondary,no,19,yes,yes,cellular,18,jul,328,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,8152,no,no,cellular,20,nov,80,1,-1,0,unknown,no
26,services,single,secondary,no,512,yes,yes,unknown,5,jun,75,3,-1,0,unknown,no
38,housemaid,divorced,primary,no,0,yes,yes,cellular,6,may,79,2,166,7,failure,no
42,management,married,tertiary,no,1161,no,no,cellular,11,aug,101,5,-1,0,unknown,no
51,blue-collar,married,primary,no,230,yes,no,unknown,6,may,673,1,-1,0,unknown,no
26,technician,single,secondary,no,626,yes,no,cellular,15,may,412,2,-1,0,unknown,no
41,services,married,unknown,no,394,yes,no,cellular,5,may,52,3,-1,0,unknown,no
39,blue-collar,married,primary,no,-432,yes,no,unknown,8,may,159,3,-1,0,unknown,no
28,management,single,tertiary,no,1584,yes,no,cellular,1,sep,222,2,-1,0,unknown,yes
40,admin.,divorced,secondary,no,83,yes,no,cellular,6,may,327,1,280,6,failure,no
38,management,married,tertiary,no,89,yes,no,cellular,14,may,71,1,360,10,failure,no
56,blue-collar,married,primary,no,247,no,no,telephone,9,apr,126,4,-1,0,unknown,no
42,management,married,tertiary,no,0,no,no,unknown,20,may,66,12,-1,0,unknown,no
32,technician,married,secondary,no,56,yes,no,cellular,8,may,126,1,359,5,other,no
49,housemaid,married,primary,no,0,no,no,telephone,16,jul,46,8,-1,0,unknown,no
31,admin.,married,secondary,no,11839,yes,yes,cellular,20,nov,533,2,-1,0,unknown,no
43,blue-collar,married,primary,no,0,yes,no,cellular,12,may,48,3,285,4,failure,no
72,retired,married,unknown,no,1940,no,no,telephone,4,dec,705,2,-1,0,unknown,yes
23,student,single,secondary,no,556,yes,no,cellular,15,may,170,2,-1,0,unknown,no
34,unemployed,single,tertiary,no,415,no,no,cellular,12,aug,123,1,-1,0,unknown,no
45,entrepreneur,married,tertiary,no,0,no,no,cellular,19,nov,416,2,-1,0,unknown,no
39,blue-collar,married,primary,no,1373,yes,no,telephone,28,jul,81,5,-1,0,unknown,no
34,blue-collar,married,unknown,no,1117,yes,no,unknown,20,may,214,1,-1,0,unknown,no
41,technician,married,secondary,no,0,no,no,unknown,20,jun,850,3,-1,0,unknown,no
38,blue-collar,married,primary,no,0,yes,no,unknown,3,jun,179,2,-1,0,unknown,no
40,admin.,divorced,secondary,no,2129,no,no,cellular,30,apr,452,1,-1,0,unknown,yes
54,blue-collar,married,secondary,no,448,yes,yes,cellular,5,aug,98,1,-1,0,unknown,no
60,housemaid,married,primary,no,182,no,no,cellular,27,oct,83,2,76,3,failure,no
57,blue-collar,married,primary,no,1610,no,no,telephone,16,mar,147,1,-1,0,unknown,no
55,technician,married,tertiary,no,-466,yes,no,cellular,15,may,901,1,-1,0,unknown,yes
55,management,married,secondary,no,964,no,no,cellular,3,feb,66,3,-1,0,unknown,no
60,unknown,married,unknown,no,652,no,no,unknown,19,jun,525,1,-1,0,unknown,no
47,admin.,married,secondary,no,73,no,no,cellular,8,aug,57,3,-1,0,unknown,no
28,technician,single,secondary,no,541,yes,no,unknown,26,may,157,3,-1,0,unknown,no
28,unemployed,single,secondary,yes,-1270,no,yes,telephone,7,jul,237,2,-1,0,unknown,no
36,technician,divorced,secondary,no,141,yes,no,unknown,19,may,165,5,-1,0,unknown,no
40,blue-collar,married,secondary,no,-648,yes,no,cellular,21,nov,280,2,-1,0,unknown,no
28,technician,married,secondary,no,839,yes,no,unknown,27,may,240,2,-1,0,unknown,no
37,technician,single,secondary,no,363,yes,no,cellular,21,nov,39,4,182,3,failure,no
51,management,divorced,tertiary,no,-227,yes,no,cellular,15,may,404,1,-1,0,unknown,no
59,retired,married,unknown,no,0,no,no,unknown,8,may,425,6,-1,0,unknown,no
71,retired,married,tertiary,no,14220,yes,no,cellular,9,sep,397,1,-1,0,unknown,yes
39,services,single,secondary,no,91,no,no,cellular,3,sep,213,1,185,1,success,yes
54,admin.,single,secondary,no,1958,no,no,telephone,29,jan,179,1,206,6,failure,no
48,technician,married,unknown,no,67,yes,no,unknown,14,may,328,4,-1,0,unknown,no
60,retired,married,tertiary,no,6684,yes,yes,cellular,5,feb,173,1,-1,0,unknown,no
55,blue-collar,married,primary,no,1086,yes,no,cellular,7,aug,148,2,-1,0,unknown,no
56,services,married,secondary,no,4763,yes,no,telephone,20,nov,233,4,115,6,failure,no
42,blue-collar,married,secondary,no,0,yes,no,cellular,30,jan,82,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,-135,yes,no,cellular,18,may,57,1,-1,0,unknown,no
58,technician,single,secondary,no,409,no,yes,cellular,14,jul,643,2,-1,0,unknown,no
58,retired,married,secondary,no,1230,no,no,cellular,20,may,420,1,87,1,failure,yes
37,management,married,tertiary,no,5065,no,no,cellular,27,aug,23,19,-1,0,unknown,no
51,technician,married,secondary,no,100,no,no,cellular,2,feb,467,2,-1,0,unknown,yes
52,management,married,secondary,no,3258,no,no,unknown,5,jun,234,3,-1,0,unknown,no
45,unknown,married,unknown,no,1979,no,no,unknown,17,jun,76,3,-1,0,unknown,no
57,retired,married,secondary,no,3545,yes,no,unknown,14,may,138,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,-333,no,yes,unknown,4,jul,692,1,-1,0,unknown,no
39,self-employed,married,tertiary,no,-176,yes,no,unknown,15,may,156,13,-1,0,unknown,no
38,blue-collar,married,primary,no,1495,yes,no,unknown,2,jun,74,3,-1,0,unknown,no
37,admin.,single,secondary,no,-296,yes,no,cellular,20,apr,81,1,-1,0,unknown,no
36,management,married,tertiary,no,1235,no,no,cellular,25,aug,85,6,-1,0,unknown,no
40,technician,divorced,secondary,no,692,yes,no,unknown,30,may,58,3,-1,0,unknown,no
54,entrepreneur,married,tertiary,no,84,no,no,cellular,29,jul,34,2,-1,0,unknown,no
40,blue-collar,married,primary,no,540,yes,no,unknown,2,jun,21,1,-1,0,unknown,no
43,management,married,tertiary,no,2640,no,no,cellular,21,nov,314,4,-1,0,unknown,yes
35,services,single,tertiary,no,0,no,no,cellular,3,jul,704,1,-1,0,unknown,yes
50,management,divorced,tertiary,no,0,no,no,cellular,29,aug,128,2,-1,0,unknown,no
36,technician,married,secondary,no,377,yes,yes,cellular,19,nov,135,1,-1,0,unknown,no
36,admin.,single,secondary,no,0,no,no,cellular,4,feb,137,2,-1,0,unknown,no
47,blue-collar,married,primary,no,17,no,no,cellular,8,aug,121,2,-1,0,unknown,no
43,management,divorced,tertiary,no,-166,yes,yes,cellular,26,aug,176,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,5614,yes,no,unknown,20,jun,177,3,-1,0,unknown,no
37,management,single,tertiary,no,833,yes,no,cellular,14,may,212,1,-1,0,unknown,no
37,blue-collar,married,primary,no,2378,yes,no,unknown,9,may,460,2,-1,0,unknown,no
37,services,married,secondary,no,1970,yes,no,telephone,5,nov,253,1,-1,0,unknown,yes
45,admin.,married,secondary,no,0,no,no,cellular,19,aug,145,10,-1,0,unknown,no
30,unemployed,married,tertiary,no,1067,no,no,cellular,4,feb,78,2,-1,0,unknown,no
26,blue-collar,married,primary,no,0,yes,no,unknown,21,may,425,1,-1,0,unknown,no
37,blue-collar,married,primary,no,95,yes,no,cellular,5,feb,415,2,272,2,failure,no
31,blue-collar,married,secondary,no,754,yes,no,unknown,19,may,1022,4,-1,0,unknown,yes
43,technician,married,secondary,no,0,yes,yes,cellular,4,feb,539,8,204,5,failure,no
30,services,married,unknown,no,840,no,no,cellular,29,jan,163,2,-1,0,unknown,no
44,admin.,married,secondary,no,1423,yes,no,unknown,13,may,162,4,-1,0,unknown,no
38,blue-collar,married,primary,no,3195,no,no,cellular,7,sep,244,2,-1,0,unknown,no
35,technician,single,tertiary,no,303,no,no,cellular,13,aug,713,2,-1,0,unknown,no
57,services,married,secondary,no,197,no,no,unknown,16,jun,116,1,-1,0,unknown,no
57,retired,married,secondary,no,1044,no,no,telephone,11,jan,585,1,192,2,success,yes
74,retired,married,secondary,no,921,no,no,telephone,17,apr,394,2,-1,0,unknown,yes
38,unemployed,divorced,secondary,no,0,yes,no,unknown,30,may,281,4,-1,0,unknown,no
58,unemployed,married,secondary,no,2690,no,no,cellular,7,aug,142,2,-1,0,unknown,no
45,management,divorced,tertiary,no,2307,no,no,cellular,14,aug,126,3,-1,0,unknown,no
28,technician,married,secondary,no,7449,yes,no,cellular,7,may,193,1,-1,0,unknown,no
57,admin.,divorced,secondary,yes,-435,yes,yes,cellular,6,feb,89,5,273,2,failure,no
32,blue-collar,divorced,secondary,no,-289,yes,yes,cellular,21,jul,808,5,-1,0,unknown,no
56,management,married,tertiary,no,334,yes,no,unknown,15,may,127,2,-1,0,unknown,no
32,management,married,tertiary,no,16,no,no,telephone,29,aug,129,2,-1,0,unknown,no
32,technician,married,secondary,no,599,no,no,cellular,19,nov,79,1,-1,0,unknown,no
49,technician,divorced,unknown,no,387,no,no,cellular,28,jan,325,1,-1,0,unknown,yes
50,blue-collar,married,secondary,no,173,yes,no,cellular,12,may,7,5,342,15,other,no
30,management,single,tertiary,no,20580,yes,no,cellular,21,nov,116,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,243,yes,no,unknown,3,jun,310,4,-1,0,unknown,no
38,entrepreneur,married,secondary,no,3249,yes,no,unknown,2,jun,384,1,-1,0,unknown,no
35,technician,married,secondary,no,198,no,no,cellular,27,aug,282,13,-1,0,unknown,no
48,blue-collar,married,secondary,no,750,no,no,cellular,5,feb,85,2,8,2,other,no
31,technician,married,secondary,no,0,no,no,cellular,20,aug,102,2,-1,0,unknown,no
69,retired,married,primary,no,2398,no,no,cellular,12,apr,161,1,186,1,failure,no
31,self-employed,single,secondary,no,0,yes,no,cellular,15,jul,364,2,-1,0,unknown,no
33,self-employed,single,secondary,no,4,yes,no,cellular,19,nov,136,2,180,2,failure,no
47,blue-collar,single,secondary,no,152,yes,no,cellular,3,feb,193,3,271,4,failure,no
30,admin.,single,secondary,no,294,yes,yes,cellular,21,nov,527,1,-1,0,unknown,no
34,technician,married,secondary,no,7487,no,no,cellular,7,aug,534,2,-1,0,unknown,no
39,blue-collar,married,primary,no,1387,no,no,unknown,9,jun,52,3,-1,0,unknown,no
46,blue-collar,single,secondary,no,152,yes,no,unknown,8,may,33,4,-1,0,unknown,no
24,services,single,secondary,no,414,yes,no,cellular,18,may,493,1,370,1,other,yes
26,admin.,single,secondary,no,1327,no,no,cellular,30,mar,171,4,-1,0,unknown,no
36,technician,divorced,secondary,no,3270,no,no,telephone,5,feb,44,1,-1,0,unknown,no
30,services,married,secondary,no,179,yes,no,unknown,28,may,64,1,-1,0,unknown,no
30,technician,married,secondary,no,289,yes,no,cellular,14,aug,1184,4,-1,0,unknown,yes
52,blue-collar,married,secondary,no,3510,yes,no,telephone,24,jul,193,7,-1,0,unknown,no
36,management,married,tertiary,no,4,yes,no,cellular,29,aug,159,2,-1,0,unknown,no
32,self-employed,married,tertiary,no,428,no,yes,cellular,3,feb,142,2,-1,0,unknown,no
50,technician,married,secondary,no,2,yes,yes,cellular,14,jul,171,3,-1,0,unknown,no
44,technician,married,secondary,no,682,no,no,cellular,27,aug,85,3,-1,0,unknown,no
45,technician,married,secondary,no,0,no,no,telephone,13,aug,99,1,-1,0,unknown,no
46,technician,married,secondary,no,250,no,no,cellular,6,aug,84,2,-1,0,unknown,no
39,self-employed,married,secondary,no,1317,no,no,unknown,17,jun,42,4,-1,0,unknown,no
26,services,single,secondary,no,162,yes,no,cellular,2,mar,185,2,130,8,other,no
55,technician,married,tertiary,no,4359,no,no,unknown,16,jun,394,2,-1,0,unknown,no
56,management,married,primary,yes,-255,yes,no,telephone,11,may,9,5,-1,0,unknown,no
33,management,single,tertiary,no,8038,yes,no,cellular,19,nov,60,1,-1,0,unknown,no
33,technician,married,tertiary,no,0,yes,no,cellular,8,may,206,1,-1,0,unknown,no
57,unknown,married,unknown,no,19268,no,no,unknown,23,oct,301,1,-1,0,unknown,yes
39,self-employed,married,tertiary,no,-3058,yes,yes,cellular,17,apr,882,3,-1,0,unknown,yes
47,admin.,married,secondary,no,0,no,no,cellular,5,aug,109,4,-1,0,unknown,no
33,management,married,secondary,no,-285,yes,no,cellular,12,aug,507,3,-1,0,unknown,no
51,technician,divorced,secondary,no,2323,yes,yes,cellular,18,aug,151,10,-1,0,unknown,no
45,blue-collar,married,secondary,no,17,yes,no,cellular,18,nov,66,1,152,14,failure,no
53,technician,married,secondary,no,31,yes,no,unknown,16,may,90,2,-1,0,unknown,no
47,technician,married,tertiary,no,150,yes,no,cellular,21,jul,212,7,-1,0,unknown,no
49,housemaid,single,primary,no,1158,yes,no,unknown,14,may,159,3,-1,0,unknown,no
25,student,single,unknown,no,1003,no,no,cellular,12,aug,361,1,-1,0,unknown,yes
57,housemaid,married,primary,no,625,no,yes,unknown,11,jun,867,1,-1,0,unknown,yes
46,services,married,secondary,no,375,no,no,telephone,31,jul,172,6,-1,0,unknown,no
43,entrepreneur,single,tertiary,no,744,no,yes,cellular,20,nov,90,4,114,4,failure,no
41,blue-collar,married,secondary,no,795,yes,no,unknown,2,jun,147,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,4709,no,no,cellular,22,aug,78,4,-1,0,unknown,no
58,retired,married,primary,no,928,no,no,cellular,26,may,304,1,-1,0,unknown,no
33,blue-collar,married,primary,no,359,yes,yes,cellular,16,apr,130,1,148,1,failure,no
42,services,married,secondary,no,108,yes,yes,cellular,13,may,225,2,365,7,failure,no
66,management,married,unknown,no,2149,yes,no,cellular,30,nov,151,6,103,4,other,no
45,blue-collar,married,secondary,no,640,yes,no,cellular,4,may,447,1,-1,0,unknown,yes
52,blue-collar,single,primary,no,1400,no,no,cellular,30,jul,103,4,-1,0,unknown,no
49,blue-collar,single,primary,yes,-2604,yes,no,cellular,18,nov,142,1,-1,0,unknown,no
33,technician,single,secondary,yes,-374,no,yes,cellular,20,aug,160,2,-1,0,unknown,no
34,housemaid,divorced,primary,no,46,yes,no,telephone,11,jul,31,2,-1,0,unknown,no
49,housemaid,married,tertiary,no,50,yes,yes,cellular,29,jan,149,1,-1,0,unknown,no
55,management,divorced,primary,no,3629,yes,no,unknown,30,may,87,1,-1,0,unknown,no
54,blue-collar,married,primary,no,-51,no,no,unknown,20,jun,198,10,-1,0,unknown,no
45,blue-collar,married,primary,no,900,yes,no,telephone,15,may,26,1,340,1,failure,no
50,housemaid,divorced,primary,no,34,yes,no,cellular,22,jul,160,2,-1,0,unknown,no
49,entrepreneur,married,tertiary,no,18904,yes,no,unknown,2,jun,113,3,-1,0,unknown,no
33,admin.,single,primary,no,-258,yes,no,unknown,28,may,193,2,-1,0,unknown,no
52,blue-collar,divorced,primary,no,1250,no,no,unknown,16,jun,342,1,-1,0,unknown,no
30,management,single,tertiary,no,364,no,no,cellular,30,apr,306,2,-1,0,unknown,yes
24,student,single,secondary,no,822,no,no,cellular,27,oct,184,1,91,2,failure,yes
36,services,married,tertiary,no,2167,yes,yes,unknown,12,may,120,2,-1,0,unknown,no
39,management,married,tertiary,no,93,yes,no,cellular,28,aug,65,1,95,5,failure,no
35,technician,single,tertiary,no,0,yes,no,telephone,28,aug,46,2,-1,0,unknown,no
26,admin.,single,secondary,no,187,no,no,cellular,30,jan,226,2,-1,0,unknown,no
59,blue-collar,married,primary,no,8,no,no,telephone,28,jan,56,1,-1,0,unknown,no
31,technician,married,secondary,no,183,no,no,cellular,16,apr,495,1,-1,0,unknown,yes
33,blue-collar,married,secondary,no,1219,yes,no,cellular,18,may,51,3,367,4,other,no
54,management,married,secondary,no,-133,yes,no,cellular,17,apr,76,1,343,2,failure,no
30,management,single,tertiary,no,3967,yes,no,unknown,23,may,534,1,-1,0,unknown,no
28,management,single,tertiary,no,882,no,yes,cellular,29,jan,94,1,205,2,failure,no
71,retired,married,primary,no,2600,no,no,cellular,13,nov,186,2,98,1,success,yes
41,services,married,unknown,yes,-1,no,yes,cellular,30,jul,1171,4,-1,0,unknown,yes
48,management,single,tertiary,no,414,no,no,cellular,21,jul,761,2,-1,0,unknown,no
49,management,married,tertiary,no,395,no,no,cellular,10,dec,336,5,-1,0,unknown,yes
30,technician,single,tertiary,no,178,yes,no,unknown,8,may,234,1,-1,0,unknown,no
37,blue-collar,married,primary,no,61,yes,no,cellular,16,jul,156,3,-1,0,unknown,no
37,technician,divorced,secondary,no,1176,no,yes,unknown,21,may,282,2,-1,0,unknown,no
49,management,married,tertiary,no,1,yes,no,cellular,4,may,7,4,-1,0,unknown,no
31,admin.,single,secondary,no,1801,yes,no,cellular,12,may,306,1,-1,0,unknown,no
52,retired,divorced,secondary,no,280,no,no,unknown,20,jun,8,12,-1,0,unknown,no
35,entrepreneur,married,secondary,no,2971,no,no,cellular,21,nov,112,2,-1,0,unknown,no
33,student,single,unknown,no,2321,no,no,cellular,15,apr,699,2,381,2,failure,no
31,technician,single,secondary,no,7567,no,no,cellular,14,may,287,1,276,2,failure,no
62,retired,married,tertiary,no,4692,yes,no,cellular,13,jan,113,1,90,1,failure,no
33,technician,married,secondary,no,5833,yes,no,cellular,17,apr,57,1,-1,0,unknown,no
57,management,married,tertiary,no,9103,no,yes,unknown,20,jun,1098,2,-1,0,unknown,yes
46,unemployed,married,secondary,no,2551,no,no,cellular,12,aug,645,2,-1,0,unknown,yes
41,services,married,secondary,no,1483,yes,no,unknown,17,jun,66,4,-1,0,unknown,no
51,technician,married,secondary,no,0,yes,no,cellular,17,nov,70,1,-1,0,unknown,no
43,blue-collar,married,primary,no,1968,yes,no,cellular,10,jul,279,1,-1,0,unknown,no
37,technician,single,secondary,no,1211,yes,no,unknown,21,may,795,1,-1,0,unknown,yes
31,admin.,divorced,secondary,no,47,yes,no,unknown,19,may,34,9,-1,0,unknown,no
34,technician,single,secondary,no,105,yes,no,cellular,17,nov,303,1,196,2,failure,no
42,blue-collar,married,secondary,no,2044,yes,yes,cellular,7,may,155,1,282,5,failure,no
45,admin.,married,secondary,no,362,no,no,cellular,12,aug,536,4,-1,0,unknown,no
38,technician,single,secondary,no,61,yes,no,cellular,13,may,109,1,359,8,failure,no
42,management,single,tertiary,no,515,yes,no,cellular,19,nov,501,2,-1,0,unknown,no
37,blue-collar,single,unknown,no,217,no,no,cellular,23,sep,272,2,-1,0,unknown,yes
33,services,married,secondary,no,0,no,no,cellular,4,feb,264,1,-1,0,unknown,no
40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,138,1,136,8,other,no
34,services,single,secondary,no,719,yes,no,unknown,15,may,362,3,-1,0,unknown,no
41,unemployed,married,primary,no,557,yes,no,cellular,17,nov,158,1,173,1,failure,no
45,management,married,tertiary,no,21024,yes,no,cellular,20,apr,73,4,-1,0,unknown,no
35,self-employed,married,secondary,no,273,no,no,unknown,20,jun,28,4,-1,0,unknown,no
49,blue-collar,married,primary,no,418,no,no,cellular,18,aug,1559,7,-1,0,unknown,no
37,management,married,tertiary,no,0,yes,no,cellular,17,apr,236,3,-1,0,unknown,no
49,blue-collar,married,unknown,no,51,yes,no,unknown,7,may,984,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,6994,yes,no,telephone,8,apr,169,1,139,2,failure,no
37,admin.,single,secondary,no,-296,yes,no,cellular,20,apr,81,1,-1,0,unknown,no
54,blue-collar,married,primary,no,209,no,yes,unknown,17,nov,206,1,-1,0,unknown,no
35,services,married,secondary,no,-12,no,no,cellular,31,jul,83,4,-1,0,unknown,no
32,technician,single,secondary,no,109,no,no,cellular,27,aug,101,3,-1,0,unknown,no
32,admin.,single,secondary,no,8626,no,no,cellular,7,dec,200,1,196,2,failure,no
34,self-employed,married,secondary,no,47,no,no,cellular,4,feb,362,2,169,2,failure,no
43,admin.,married,secondary,no,672,yes,no,unknown,20,jun,14,6,-1,0,unknown,no
60,housemaid,married,primary,no,0,no,yes,telephone,22,jul,124,1,-1,0,unknown,no
50,blue-collar,divorced,secondary,no,-1,yes,no,telephone,20,apr,151,1,-1,0,unknown,no
34,entrepreneur,married,primary,no,165,yes,no,cellular,17,apr,182,2,329,1,failure,no
53,admin.,divorced,tertiary,no,122,no,no,cellular,27,apr,98,1,-1,0,unknown,no
43,management,married,secondary,no,3301,yes,yes,cellular,26,mar,278,2,-1,0,unknown,no
31,entrepreneur,married,secondary,no,162,yes,yes,cellular,11,may,0,2,-1,0,unknown,no
59,retired,married,secondary,no,1080,no,no,cellular,21,apr,645,2,-1,0,unknown,no
30,services,married,primary,no,-286,yes,no,unknown,28,may,202,1,-1,0,unknown,no
36,admin.,married,secondary,no,0,yes,no,cellular,24,apr,83,2,-1,0,unknown,no
31,management,married,tertiary,no,477,yes,no,cellular,21,nov,77,5,-1,0,unknown,no
35,services,married,secondary,no,195,yes,no,cellular,17,apr,203,1,-1,0,unknown,no
38,services,single,primary,no,3715,yes,no,telephone,13,may,41,2,327,17,failure,no
33,management,single,tertiary,no,-359,no,no,telephone,29,aug,59,2,-1,0,unknown,no
37,self-employed,divorced,secondary,no,-38,yes,no,cellular,12,may,165,1,175,2,failure,no
34,blue-collar,single,unknown,no,5901,no,no,cellular,28,jan,211,1,-1,0,unknown,no
36,services,single,secondary,no,590,yes,no,cellular,12,may,170,3,-1,0,unknown,no
59,technician,married,secondary,no,371,yes,no,unknown,12,may,832,3,-1,0,unknown,no
42,technician,married,secondary,no,782,yes,no,cellular,17,jul,536,2,-1,0,unknown,no
44,technician,single,primary,no,237,yes,no,cellular,25,jul,54,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,-921,yes,no,unknown,26,may,115,2,-1,0,unknown,no
35,technician,single,secondary,no,230,no,no,cellular,28,aug,104,1,-1,0,unknown,no
30,services,married,secondary,no,0,yes,no,unknown,9,may,20,1,-1,0,unknown,no
37,management,single,tertiary,no,553,no,no,cellular,12,aug,63,2,-1,0,unknown,no
31,technician,married,tertiary,no,79,yes,no,cellular,20,aug,78,12,-1,0,unknown,no
54,management,married,tertiary,no,17008,no,no,cellular,19,nov,151,2,-1,0,unknown,no
29,admin.,single,secondary,no,5711,yes,yes,unknown,21,may,899,1,-1,0,unknown,no
35,management,married,tertiary,no,3109,yes,no,cellular,3,jun,467,1,-1,0,unknown,no
43,technician,married,secondary,no,0,no,yes,cellular,8,may,9,2,172,5,failure,no
35,technician,single,unknown,no,726,yes,no,cellular,5,may,163,1,-1,0,unknown,no
26,student,single,secondary,no,352,no,no,cellular,29,jan,202,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,2080,yes,no,unknown,23,may,466,2,-1,0,unknown,no
27,management,single,secondary,no,1609,yes,no,cellular,7,jul,360,3,-1,0,unknown,no
51,blue-collar,married,primary,no,864,yes,no,cellular,13,may,321,1,-1,0,unknown,no
41,management,single,tertiary,no,869,no,no,cellular,29,jan,524,2,-1,0,unknown,no
40,technician,married,tertiary,no,99,no,no,cellular,13,aug,220,2,364,2,failure,no
33,blue-collar,single,secondary,no,1254,yes,no,cellular,14,apr,584,1,-1,0,unknown,no
56,retired,divorced,secondary,no,-890,yes,no,cellular,10,jul,467,1,-1,0,unknown,no
50,management,married,tertiary,no,453,no,yes,unknown,4,jul,608,1,-1,0,unknown,no
23,blue-collar,married,primary,no,1158,yes,no,cellular,16,apr,743,1,-1,0,unknown,no
58,management,divorced,tertiary,no,26831,no,no,cellular,11,feb,56,18,-1,0,unknown,no
37,management,single,tertiary,no,584,yes,no,telephone,13,may,115,1,-1,0,unknown,no
48,technician,married,tertiary,no,2392,yes,no,cellular,18,jul,133,5,-1,0,unknown,no
32,technician,divorced,tertiary,no,2558,no,no,unknown,5,may,148,2,-1,0,unknown,no
47,services,married,secondary,no,612,no,no,cellular,26,aug,139,4,-1,0,unknown,no
45,admin.,divorced,secondary,no,0,yes,no,cellular,17,nov,102,1,-1,0,unknown,no
57,admin.,single,secondary,no,738,no,no,cellular,17,nov,56,1,-1,0,unknown,no
44,blue-collar,single,primary,no,142,yes,no,cellular,9,jul,668,1,-1,0,unknown,no
43,management,divorced,tertiary,no,350,yes,no,unknown,4,jun,128,1,-1,0,unknown,no
33,management,married,tertiary,no,728,yes,no,cellular,13,aug,275,5,-1,0,unknown,no
26,management,single,tertiary,no,0,no,no,cellular,23,feb,176,1,-1,0,unknown,no
50,technician,married,secondary,no,-353,yes,yes,cellular,18,nov,162,1,175,2,failure,no
